113	219
113	234
113	239
113	241
113	279
113	284
113	295
113	346
113	368
113	419
113	452
113	466
113	474
113	484
18	452
452	51
452	52
477	19
477	105
477	402
477	459
34	20
34	337
34	415
34	418
20	337
20	415
20	418
337	36
337	84
337	283
337	415
337	418
415	24
415	202
415	418
248	21
248	80
248	173
248	273
248	292
248	395
21	292
292	173
45	22
45	49
45	50
45	64
45	115
45	222
45	271
45	291
45	336
45	380
45	421
291	23
291	115
291	148
291	177
291	271
291	421
24	32
24	115
24	121
24	198
24	204
24	305
24	306
24	374
24	379
24	414
24	417
24	499
24	516
32	121
32	306
32	414
32	516
115	271
115	356
115	374
115	421
115	445
115	450
121	153
121	170
121	186
121	196
121	204
121	216
121	223
121	229
121	250
121	257
121	294
121	306
121	336
121	348
121	396
121	403
121	414
121	448
121	504
121	505
121	516
198	306
198	417
204	40
204	379
204	385
204	392
204	499
204	516
306	151
306	414
306	417
306	443
306	516
379	499
414	516
516	203
516	385
25	82
25	129
82	129
39	97
39	207
39	208
97	104
97	159
97	207
97	208
97	240
207	208
207	399
263	27
27	386
27	433
27	435
386	433
433	367
435	28
435	71
435	88
435	257
435	369
435	389
435	413
435	427
71	28
71	47
71	137
71	152
71	186
71	188
71	252
71	256
71	260
71	264
71	265
71	314
71	354
71	357
71	358
71	369
71	389
71	402
71	442
71	451
71	486
71	493
71	511
28	369
28	389
369	389
389	56
389	101
389	137
389	152
389	253
389	256
389	265
389	285
389	322
389	340
389	354
389	357
389	469
389	486
134	29
134	182
134	394
134	434
134	514
29	404
29	434
434	182
434	394
434	514
53	30
53	44
53	384
53	401
30	384
30	401
384	401
200	31
200	210
200	211
200	258
200	299
200	361
200	388
200	492
200	497
31	258
31	299
31	361
31	388
31	492
31	497
258	252
258	299
258	361
258	388
258	412
258	467
258	492
258	497
299	84
299	94
299	361
299	388
299	492
299	497
299	503
361	388
361	492
361	497
388	492
388	497
492	497
83	33
83	35
83	92
83	132
83	150
83	156
83	238
83	296
83	310
83	370
83	512
33	92
33	132
33	150
33	156
33	238
33	296
33	370
33	512
92	132
92	150
92	156
92	190
92	238
92	296
92	370
92	431
92	512
132	37
132	150
132	156
132	238
132	274
132	276
132	296
132	370
132	425
132	483
132	512
150	156
150	238
150	296
150	370
150	512
156	238
156	296
156	370
156	512
238	296
238	370
238	512
296	370
296	512
370	168
370	512
55	35
55	231
55	232
55	406
35	70
35	231
35	232
35	406
231	232
231	406
231	407
232	406
406	407
37	274
37	276
37	425
37	483
274	133
274	276
274	350
274	352
274	425
274	483
276	425
276	483
425	483
61	38
61	106
61	107
61	233
61	372
61	411
38	106
38	107
38	233
38	372
38	411
106	107
106	233
106	372
106	411
107	233
107	362
107	372
107	411
233	237
233	372
233	411
372	237
372	411
123	42
123	140
123	242
123	429
42	140
42	242
42	429
42	470
140	130
140	242
140	245
140	300
140	429
140	460
140	461
242	112
242	141
242	221
242	429
242	464
438	43
50	316
50	380
64	336
271	380
271	421
336	229
336	246
336	257
336	348
380	252
380	403
142	46
142	307
142	309
142	328
47	265
47	451
265	75
265	165
265	266
265	290
265	298
265	321
265	423
265	451
244	437
52	51
52	339
52	447
52	501
51	80
51	235
80	58
80	62
80	108
80	126
80	135
80	257
80	300
80	310
80	331
80	408
80	489
80	498
339	447
339	501
447	501
54	186
54	332
54	439
186	188
186	256
186	294
186	314
186	354
186	357
186	377
186	397
186	493
186	511
101	56
101	137
101	253
101	285
101	340
101	383
101	469
56	137
56	253
56	285
56	340
56	469
137	77
137	253
137	260
137	285
137	340
137	469
253	285
253	340
253	469
285	119
285	167
285	321
285	340
285	416
285	469
340	469
403	57
403	174
403	189
403	252
403	448
403	515
57	482
57	515
58	331
59	219
59	239
59	241
59	474
219	239
219	241
219	474
239	241
239	474
241	474
474	146
78	60
78	363
60	190
60	281
60	363
60	496
190	431
190	496
62	126
62	310
310	102
310	108
310	293
310	300
310	408
310	498
252	63
252	127
252	164
252	165
252	176
252	249
252	264
252	268
252	277
252	278
252	319
252	320
252	321
252	330
252	334
252	357
252	375
252	442
252	475
252	481
65	381
65	397
381	397
397	179
397	373
397	382
397	475
264	357
264	402
264	442
357	152
357	188
357	236
357	255
357	256
357	314
357	345
357	354
357	371
357	383
357	442
357	486
357	493
357	511
182	154
182	161
182	171
182	308
182	514
149	68
149	90
149	199
149	335
149	351
149	352
149	353
149	468
68	199
68	351
68	352
68	353
68	468
199	351
199	352
199	353
199	468
351	352
351	353
351	468
352	76
352	124
352	133
352	350
352	353
352	465
352	468
353	468
160	69
160	95
160	327
160	399
160	440
160	502
69	327
69	399
327	399
399	73
399	95
399	138
399	157
399	247
399	329
399	376
399	398
399	440
399	466
399	502
152	486
188	256
188	314
188	354
188	493
188	511
256	314
256	354
256	493
256	511
314	354
314	493
314	511
354	493
354	511
402	105
486	118
486	158
486	289
486	428
486	479
493	511
178	72
178	426
178	509
72	426
72	509
426	509
157	73
157	502
73	502
502	95
502	270
502	440
502	473
510	74
75	266
75	298
75	321
266	298
266	321
298	321
321	319
321	320
321	416
321	481
124	76
124	133
124	350
76	133
76	350
133	325
133	350
133	494
288	79
288	359
288	373
79	359
79	373
359	373
373	179
373	382
373	475
108	300
108	408
135	257
257	229
257	427
300	293
300	311
300	408
300	480
498	272
94	84
94	503
84	283
84	317
84	424
84	503
503	227
144	85
144	181
144	436
85	181
85	185
85	212
85	436
181	436
185	212
436	192
98	86
98	177
98	449
86	177
86	449
177	148
177	449
114	88
114	323
114	409
88	323
88	409
88	471
323	409
131	89
131	224
131	491
89	214
89	488
89	491
214	341
214	488
90	335
147	261
165	164
165	277
165	278
165	290
165	375
165	423
290	423
475	179
475	382
95	247
95	440
247	376
466	96
104	240
328	100
383	236
197	103
197	217
197	301
197	312
197	360
103	217
103	301
103	312
103	360
217	272
217	301
217	312
217	360
217	458
301	312
301	360
312	360
166	109
166	192
166	228
166	387
109	192
109	228
109	387
192	228
192	387
228	387
111	286
111	338
111	446
111	485
286	338
446	485
141	112
141	221
141	326
141	464
112	221
112	464
221	220
221	326
221	420
221	464
221	513
116	117
139	368
145	155
145	279
145	419
155	279
155	419
234	295
279	419
346	484
356	445
356	450
445	450
158	118
158	289
158	479
118	289
118	479
289	479
167	119
170	294
196	294
250	396
294	201
294	504
127	268
130	460
130	461
460	461
184	136
184	455
307	225
307	259
307	365
307	390
183	151
183	315
151	315
161	154
267	302
267	304
302	304
164	195
164	277
164	278
164	375
277	278
277	375
278	375
206	172
206	507
206	508
172	218
172	495
172	507
172	508
218	175
218	205
218	495
507	508
189	174
179	382
382	303
382	454
324	180
324	455
324	472
324	487
455	487
385	193
210	211
392	254
272	458
220	420
259	225
259	365
259	390
259	444
225	365
225	390
365	390
249	334
319	320
319	481
320	481
255	345
412	467
473	270
303	454
366	490
